Fuente,Titulo,URL
El Comercio,El Comercio¿Es Rafael Correa la piedra en el zapato del correísmo?La derrota de Luisa González ante Daniel Noboa en la segunda vuelta del 13 de abril dejó al correísmo en una de sus etapas más complejas..hace 2 semanas,https://www.elcomercio.com/elecciones/correismo-rafael-correa-segunda-vuelta-piedra-zapato-ecuador.html
El Comercio,"El ComercioLuisa González vuelve a hablar de fraude tras informe preliminar de la OEALa excandidata presidencial por la Revolución Ciudadana, Luisa González, volvió a hablar de un presunto fraude electoral este 18 de abril....hace 1 semana",https://www.elcomercio.com/actualidad/ecuador/luisa-gonzalez-vuelve-hablar-de-fraude-tras-informe-preliminar-oea.html
El Comercio,"El ComercioProvincias de Ecuador tuvieron un giro electoral entre la primera y segunda vueltaLa segunda vuelta presidencial en Ecuador, celebrada el pasado 13 de abril de 2025, mostró variaciones importantes en el respaldo electoral....hace 1 día",https://www.elcomercio.com/actualidad/politica/asifue-giro-electoral-provincias-ecuador-primera-segunda-vuelta.html?source=Internal&ref=Latest%20News%20Widget%20-%20Front
El Comercio,El ComercioGobierno advierte posibles atentados contra Daniel Noboa y declara la alerta máximaEl Gobierno de Ecuador aseguró que el Estado se encuentra en “alerta máxima” de seguridad después de que un informe de inteligencia del....hace 1 semana,https://www.elcomercio.com/actualidad/seguridad/gobierno-atentados-noboa-alerta-maxima.html
El Comercio,El ComercioCapturan a hombre que amenazó de muerte a Daniel Noboa en un videoUn hombre fue detenido la mañana de este lunes 21 de abril de 2025 tras difundir un video en TikTok en el que incitaba al asesinato del....hace 4 días,https://www.elcomercio.com/actualidad/seguridad/capturan-amenaza-noboa-video.html
El Comercio,"El ComercioAutoridades de la Revolución no sabían que Luisa González desconocería resultados, dice MuñozPabel Muñoz se pronunció sobre Luisa González y su postura acerca de los resultados de la segunda vuelta..hace 1 semana",https://www.elcomercio.com/elecciones/autoridades-revolucion-no-sabian-luisa-gonzalez-desconoceria-resultados-pabel-munoz.html
El Comercio,"El ComercioTriunfó el país, hagamos PatriaEl triunfo del presidente Daniel Noboa ha dado mucha tranquilidad, ha sembrado optimismo en toda la nación y comienza a dar resultados....hace 5 días",https://www.elcomercio.com/opinion/triunfo-pais-hagamos-patria-reialdo-paez-columnista.html
El Comercio,El ComercioDaniel Noboa asistirá a los funerales del papa FranciscoDesde la Cancillería ecuatoriana confirmaron que el presidente Daniel Noboa asistirá a los funerales del papa Francisco en el Vaticano..hace 4 días,https://www.elcomercio.com/actualidad/politica/daniel-noboa-asistira-funerales-papa-francisco.html
El Comercio,"El ComercioJan Topic habla del triunfo de Daniel Noboa en las elecciones y se ofrece a trabajar en seguridadAnteriormente, Jan Topic se pronunció a favor de mantener un ambiente político respetuoso y sin ataques personales..hace 2 semanas",https://www.elcomercio.com/elecciones/jan-topic-triunfo-daniel-noboa-elecciones-seguridad.html
El Comercio,El ComercioEl IESS desmiente afirmaciones sobre jubilaciones y pagos tras debate presidencialEn respuesta a las declaraciones de la candidata Luisa González en el debate presidencial del pasado 23 de marzo de 2025..hace 1 mes,https://www.elcomercio.com/actualidad/negocios/iess-desmiente-jubilaciones-pagos-debate-presidencial.html
El Comercio,El ComercioRadiografía de la última semana de campaña de Daniel Noboa y Luisa GonzálezLuisa González y Daniel Noboa cerrarán campaña en Guayaquil antes del silencio electoral rumbo al balotaje del 13 de abril..hace 2 semanas,https://www.elcomercio.com/elecciones/radiografia-cierre-campana-daniel-noboa-luisa-gonzalez.html
El Comercio,"El ComercioSegunda vuelta 2025 tuvo más votantes que la primera, ¿tuvo influencia en el resultado?La polarización, la memoria y la publicidad digital activaron el voto voluntario en la segunda vuelta 2025..hace 1 semana",https://www.elcomercio.com/elecciones/segunda-vuelta-2025-mas-votantes.html
El Comercio,"El Comercio¿Daniel Noboa ganó o el correísmo perdió? Cinco claves para entender los resultados de las elecciones 2025Daniel Noboa ganó la segunda vuelta en las elecciones del 13 de abril de 2025 con el 55,66% de los votos, frente al 44,34% de Luisa González....hace 2 semanas",https://www.elcomercio.com/elecciones/daniel-noboa-correismo-claves-resultados-elecciones-2025.html
El Comercio,"El ComercioLuisa González rechazó los resultados de las elecciones 2025, ¿en qué casos se pueden abrir las urnas?¿Quién es Daniel Noboa? El presidente de la República, reelecto este domingo 13 de abril de 2025. ... Luisa González habló sobre los resultados de....hace 2 semanas",https://www.elcomercio.com/elecciones/luisa-gonzalez-resultados-urnas-abrir-elecciones-2025.html
El Comercio,El ComercioElecciones 2025 en marcha con una jornada decisiva para el paísEcuador vive una jornada decisiva este domingo 13 de abril con la segunda vuelta de las Elecciones Presidenciales 2025..hace 2 semanas,https://www.elcomercio.com/elecciones/segunda-vuelta-ecuador-elecciones-presidenciales.html
El Comercio,El ComercioDaniel Noboa votó en la segunda vuelta electoral este 13 de abril de 2025Daniel Noboa cumplió con su derecho al voto en la segunda vuelta de las Elecciones 2025..hace 2 semanas,https://www.elcomercio.com/elecciones/daniel-noboa-elecciones-2025-segunda-vuelta.html
El Comercio,El ComercioVotación de ecuatorianos en el exterior en la segunda vuelta de 2025Miles de ecuatorianos acuden este domingo 13 de abril de 2025 a los centros de votación en Madrid y otras 18 ciudades de España para una....hace 2 semanas,https://www.elcomercio.com/elecciones/elecciones-votacion-segunda-vuelta-2025.html?source=Internal&ref=Latest%20News%20Widget%20-%20Article
El Comercio,"El ComercioAquiles Alvarez le desea lo mejor al presidente elegido, Daniel NoboaEl alcalde de Guayaquil, Aquiles Alvarez, se pronunció sobre los resultados de la segunda vuelta en las elecciones de 2025, presentados por....hace 2 semanas",https://www.elcomercio.com/elecciones/aquiles-alvarez-desea-mejor-presidente-elegido-daniel-noboa.html
El Comercio,El Comercio¿Daniel Noboa ganó o el correísmo perdió? Cinco claves para entender los resultados de las elecciones 2025El Consejo Nacional Electora afirmó la noche del 13 de abril que el conteo de votos marcó una tendencia irreversible que dio como ganador a....hace 2 semanas,https://www.elcomercio.com/elecciones/daniel-noboa-correismo-claves-resultados-elecciones-2025.html?source=Internal&ref=Latest%20News%20Widget%20-%20Article
El Comercio,"El ComercioDaniel Noboa cerró su campaña en QuitoEl candidato de Acción Democrática Nacional (ADN) y presidente, Daniel Noboa, cerró su campaña en Quito, este miércoles 9 de abril de 2025..hace 2 semanas",https://www.elcomercio.com/elecciones/daniel-noboa-cerro-campana-quito.html
El Comercio,"El ComercioPasos clave al momento de votar en las elecciones 2025 el próximo 13 de abrilEste 13 de abril los ecuatorianos votan en segunda vuelta presidencial, en elecciones 2025 con medidas de seguridad reforzadas..hace 2 semanas",https://www.elcomercio.com/elecciones/pasos-clave-votar-elecciones-2025-13-abril.html?source=Internal&ref=Latest%20News%20Widget%20-%20Front
El Comercio,"El ComercioProcesamiento de actas de la segunda vuelta culminó en estas provincias de EcuadorTras las votaciones de la segunda vuelta electoral 2025 en Ecuador, el Consejo Nacional Electoral (CNE) informó que el procesamiento de....hace 2 semanas",https://www.elcomercio.com/elecciones/procesamiento-actas-segunda-vuelta-culmino-estas-provincias-ecuador.html?source=Internal&ref=Latest%20News%20Widget%20-%20Front
El Comercio,El Comercio¿Cuándo se conocerán los resultados de la segunda vuelta electoral en Ecuador?Así se conocerán los resultados preliminares y oficiales de la segunda vuelta en Ecuador. Daniel Noboa o Luisa González será el nuevo....hace 2 semanas,https://www.elcomercio.com/elecciones/cuando-conoceran-resultados-segunda-vuelta-electoral-ecuador.html
El Comercio,"El ComercioLuisa González no reconoce los resultados de las elecciones 2025 y pide que se abran las urnasA las 20:05 del 13 de abril de 2025, el Consejo Nacional Electoral (CNE) de Ecuador publicó un nuevo corte de los resultados parciales de la....hace 2 semanas",https://www.elcomercio.com/elecciones/luisa-gonzalez-no-reconoce-resultados-elecciones-2025.html
El Comercio,El ComercioLiderazgos se ponen a prueba tras las elecciones 2025 incluido el de Leonidas IzaLas elecciones 2025 en Ecuador marcan un antes y un después para organizaciones políticas y sus líderes. Ese es el caso del dirigente del....hace 2 semanas,https://www.elcomercio.com/elecciones/liderazgos-ponen-prueba-elecciones-2025-leonidas-iza.html?source=Internal&ref=Latest%20News%20Widget%20-%20Article
El Comercio,"El ComercioEl reclamo de fraude de Luisa González pierde sustento político en las elecciones 2025La acusación de fraude electoral lanzada por la candidata Luisa González, tras la segunda vuelta del 13 de abril de 2025,....hace 1 semana",https://www.elcomercio.com/actualidad/politica/reclamo-fraude-luisa-gonzalez-pierde-sustento-politico-elecciones.html?source=Internal&ref=Latest%20News%20Widget%20-%20Article
El Comercio,"El ComercioCNE niega posibilidad de fraude electoral en la segunda vuelta de 2025 en EcuadorEnrique Pita, vicepresidente del CNE, asegura que el sistema de transmisión de resultados no puede ser vulnerado. El simulacro electoral se....hace 3 semanas",https://www.elcomercio.com/elecciones/cne-niega-posibilidad-fraude-electoral-segunda-vuelta-de-2025-ecuador.html
El Comercio,"El ComercioLas claves de la reelección de Daniel Noboa en EcuadorEl contundente triunfo electoral del presidente de Ecuador, Daniel Noboa, reelegido para el periodo 2025-2029 tras imponerse por casi 12....hace 1 semana",https://www.elcomercio.com/elecciones/claves-reeleccion-daniel-noboa-ecuador.html
El Comercio,El ComercioEstrategias de Luisa González y Daniel Noboa en la última semana antes de las elecciones 2025Obando observa que el mensaje más efectivo en la campaña de Daniel Noboa fue advertir sobre una supuesta intención de desdolarización por parte....hace 3 semanas,https://www.elcomercio.com/elecciones/estrategias-luisa-gonzalez-daniel-noboa-semana-elecciones.html
El Comercio,El Comercio¿Está permitido el exit poll en la segunda vuelta de las elecciones 2025?El exit poll es una encuesta a boca de urna que ofrece resultados no oficiales sobre el proceso electoral en Ecuador..hace 2 semanas,https://www.elcomercio.com/elecciones/permitido-exit-poll-segunda-vuelta-elecciones-2025.html
El Comercio,El ComercioMás autoridades locales del correísmo aceptan el triunfo de Daniel NoboaDos prefectos de la Revolución Ciudadana también se apartan de Luisa González y admiten el triunfo de Daniel Noboa. Lo hacen con reparos..hace 2 semanas,https://www.elcomercio.com/elecciones/mas-autoridades-locales-correismo-aceptan-triunfo-daniel-noboa.html
El Comercio,"El ComercioPasos clave al momento de votar en las elecciones 2025 este 13 de abrilEste 13 de abril los ecuatorianos votan en segunda vuelta presidencial, en elecciones 2025 con medidas de seguridad reforzadas..hace 2 semanas",https://www.elcomercio.com/elecciones/pasos-clave-votar-elecciones-2025-13-abril.html
El Comercio,El Comercio¿Cuándo son las elecciones en Ecuador este 2025 por la segunda vuelta?Ciudadanos podrán ejercer su derecho al voto en la segunda vuelta; conoce cuándo son las elecciones 2025 en Ecuador..hace 2 semanas,https://www.elcomercio.com/elecciones/cuando-son-elecciones-ecuador-2025-segunda-vuelta.html
El Comercio,El ComercioSe cierran las urnas de la segunda vuelta en las elecciones 2025A las 17:00 de este 13 de abril se cerraron las urnas de las elecciones 2025 en Ecuador..hace 2 semanas,https://www.elcomercio.com/elecciones/cierran-urnas-segunda-vuelta-elecciones-2025.html
El Comercio,"El ComercioLuisa González enfrenta denuncia en el TCE por violencia política de géneroLa candidata presidencial Luisa González (correísmo) fue denunciada por el asambleísta oficialista Manuel Peñafiel, de la bancada de (ADN)....hace 3 semanas",https://www.elcomercio.com/elecciones/luisa-gonzalez-denuncia-tce-violencia-politica-genero.html?source=Internal&ref=Single%20Same%20Category
El Comercio,"El ComercioLuisa González y el proceso para impugnar los resultados de la segunda vuelta electoralLuego de los resultados preliminares de la segunda vuelta presidencial del 13 de abril de 2025, Luisa González cuestionó públicamente la....hace 1 semana",https://www.elcomercio.com/actualidad/politica/luisa-gonzalez-proceso-impugnar-resultados-segunda-vuelta.html
El Comercio,El ComercioElecciones 2025: Daniel Noboa y Luisa González ya votaron y mandaron mensajes a sus seguidoresEcuador vive la segunda vuelta de las Elecciones 2025 bajo estrictas medidas de seguridad. Daniel Noboa y Luisa González ya votaron..hace 2 semanas,https://www.elcomercio.com/elecciones/elecciones-2025-daniel-noboa-y-luisa-gonzalez-ya-votaron-y-mandaron-mensajes-a-sus-seguidores.html
El Comercio,"El ComercioLuisa González denuncia el retiro de su equipo de seguridadLa candidata por la Revolución Ciudadana, Luisa González, exigió que se mantenga su equipo de seguridad..hace 2 semanas",https://www.elcomercio.com/elecciones/luisa-gonzalez-denuncia-retiro-equipo-seguridad.html?source=Internal&ref=Latest%20News%20Widget%20-%20Front
El Comercio,"El ComercioEsto pautaron Daniel Noboa y Luisa González en televisión para la segunda vueltaParticipación Ciudadana presentó el informe de la exposición en televisión que tuvieron los candidatos a la Presidencia, Daniel Noboa (ADN)....hace 3 semanas",https://www.elcomercio.com/elecciones/pauta-television-noboa-gonzalez-elecciones.html
El Comercio,El ComercioLuisa González habló sobre el estado de las vías y el empleo en la AmazoníaLuisa González habló sobre sus proyectos en caso de llegar a ganar las elecciones 2025..hace 1 mes,https://www.elcomercio.com/elecciones/luisa-gonzalez-estado-vias-empleo-amazonia.html
El Comercio,"El ComercioLuisa González votó en Manabí rodeada de simpatizantes, este fue su mensajeLa candidata presidencial por la Revolución Ciudadana, Luisa González, votó este domingo 13 de abril de 2025 en la parroquia Canuto,....hace 2 semanas",https://www.elcomercio.com/elecciones/%F0%9F%94%B4en-vivo-luisa-gonzalez-voto-manabi-rodeada-de-simpatizantes.html
El Comercio,"El Comercio¿Cuándo se inicia la ley seca antes de las elecciones por la segunda vuelta este 2025?La ley seca restringe el consumo y venta de alcohol antes, durante y después de la jornada electoral en Ecuador..hace 2 semanas",https://www.elcomercio.com/elecciones/cuando-inicia-ley-seca-elecciones-segunda-vuelta-2025.html
El Comercio,El ComercioGonzález y Noboa proponen gestores de paz y una base militar extranjera para la seguridadDaniel Noboa y Luisa González tienen planes en seguridad..hace 2 semanas,https://www.elcomercio.com/elecciones/luisa-gonzalez-daniel-noboa-gestores-paz-base-extranjera-seguridad.html
El Comercio,El Comercio¿A qué público están apuntando Luisa González y Daniel Noboa en la segunda vuelta?La segunda vuelta de las elecciones presidenciales en Ecuador se realizará el 13 de abril de 2025. En esta jornada se enfrentarán nuevamente....hace 3 semanas,https://www.elcomercio.com/elecciones/publico-apuntando-luisa-gonzalez-daniel-noboa.html
El Comercio,"El ComercioMinisterio de Defensa se pronuncia ante supuesto retiro de seguridad a candidaturaLa candidata a la Presidencia por la alianza de la Revolución Ciudadana y Renovación Total, Luisa González, denunció el supuesto retiro de....hace 2 semanas",https://www.elcomercio.com/elecciones/denuncia-retiro-equipo-seguridad.html
El Comercio,"El ComercioDaniel Noboa agradeció a los jóvenes que votaron tras los resultados de las elecciones 2025Tras conocer los resultados parciales de la segunda vuelta de las elecciones de 2025, Daniel Noboa expresó su agradecimiento a su familia,....hace 2 semanas",https://www.elcomercio.com/elecciones/daniel-noboa-jovenes-votaron-resultados-elecciones-2025.html
El Comercio,"El ComercioLuisa González abordó temas ambientales y sociales en su visita a CuencaEn el marco de la campaña presidencial rumbo a las elecciones del 13 de abril, Luisa González continúa con sus recorridos por distintas....hace 4 semanas",https://www.elcomercio.com/elecciones/luisa-gonzalez-temas-ambientales-cuenca.html
El Comercio,"El ComercioEl elector urbano de Quito tuvo un amplio favorito presidencial en las elecciones 2025Daniel Noboa Azin, presidente de la República, fue el candidato más votado en todas las parroquias urbanas de Quito durante la segunda....hace 1 semana",https://www.elcomercio.com/elecciones/comportamiento-electorado-urbano-quito-tuvo-amplio-favorito.html
El Comercio,"El ComercioDéficit, petróleo y financiamiento, los desafíos clave de Daniel Noboa o Luisa GonzálezEcuador elegirá a su nuevo presidente para el período 2025-2029 el próximo 13 de abril, entre dos candidatos con modelos de país....hace 2 semanas",https://www.elcomercio.com/elecciones/deficit-petroleo-y-financiamiento-los-desafios-clave-de-daniel-noboa-o-luisa-gonzalez.html
El Comercio,"El ComercioLuisa González pidió cuidar el voto y advirtió con salir a las calles, en el cierre de campaña en GuayaquilPresentación artística, caravana e intervención en la tarima preparó Luisa González para cerrar su campaña en Guayaquil..hace 2 semanas",https://www.elcomercio.com/elecciones/cierre-campana-luisa-gonzalez-guayaquil.html
El Comercio,"El ComercioLuisa González denuncia el retiro de su equipo de seguridadLa candidata por la Revolución Ciudadana, Luisa González, exigió que se mantenga su equipo de seguridad..hace 2 semanas",https://www.elcomercio.com/elecciones/luisa-gonzalez-denuncia-retiro-equipo-seguridad.html
El Comercio,"El Comercio¿Dónde crece más Daniel Noboa en la segunda vuelta?: El salto electoral por provinciaNoboa se impone con una diferencia de 1,16 millones de votos sobre Luisa González..hace 2 semanas",https://www.elcomercio.com/actualidad/politica/donde-crecio-mas-daniel-noboa-en-la-segunda-vuelta-el-salto-electoral-por-provincia.html
El Comercio,El ComercioLuisa González cerró su campaña en QuitoEl cierre de campaña de Luisa González en Quito contó con la presentación de seis artistas y dos grupos..hace 2 semanas,https://www.elcomercio.com/elecciones/luisa-gonzalez-perfilo-posible-ministro-interior.html
El Comercio,El ComercioRETO reconoce victoria de Daniel Noboa y el tema del fraude de González pierde apoyoRETO ofreció apoyo al nuevo gobierno y reafirmó su compromiso con la unidad nacional y la justicia social..hace 1 semana,https://www.elcomercio.com/elecciones/reto-reconoce-victoria-daniel-noboa-luisa-gonzalez-sola.html
El Comercio,"El ComercioDaniel Noboa y Luisa González requieren planes para captar el voto nulo, blanco e indecisoLuisa González y Daniel Noboa, legalmente, tienen apenas hasta el 10 de abril de 2025 para hacer campaña y atraer el electorado que optó por....hace 3 semanas",https://www.elcomercio.com/elecciones/votos-nulo-blanco-indeciso-estrategias-luisa-gonzalez-daniel-noboa-para-captarlos.html
El Comercio,"El ComercioLuisa González continúa su campaña en Manabí este 3 de abril de 2025Luisa González recorrió Santa Elena y Santa Ana, y cumple agenda en Chone y Portoviejo este 3 de abril..hace 3 semanas",https://www.elcomercio.com/elecciones/luisa-gonzalez-continua-campana-manabi.html
El Comercio,El ComercioLuisa González cerrará su campaña en el Malecón de Guayaquil este jueves 10 de abrilEl evento de cierre de campaña de Luisa González en Guayaquil contará con la participación musical de cinco artistas invitados..hace 2 semanas,https://www.elcomercio.com/elecciones/luisa-gonzalez-cierre-campana-malecon-guayaquil-jueves-10-de-abril.html
El Comercio,El ComercioLuisa González enfocó su campaña en mujeres y territorio este 7 de abril de 2025Luisa González centró su agenda en derechos de las mujeres y recorrió el Suburbio de Guayaquil este 7 de abril..hace 3 semanas,https://www.elcomercio.com/elecciones/luisa-gonzalez-enfoco-su-campana-en-mujeres-y-territorio-este-7-de-abril-de-2025.html
El Comercio,El ComercioLuisa González estuvo en Guayaquil y Cuenca a dos días del cierre de campaña electoralLuisa González se reunió con gremios de transportistas en Cuenca y asistió a una entrevista en Guayaquil..hace 2 semanas,https://www.elcomercio.com/elecciones/luisa-gonzalez-guayaquil-cuenca-cierre-campana-electoral.html
El Comercio,"El ComercioAsí van los resultados de la segunda vuelta electoral de Ecuador este lunes 14 de abrilLa candidata por la Revolución Ciudadana, Luisa González, dijo la noche del domingo 13 de abril que no reconocía los resultados..hace 2 semanas",https://www.elcomercio.com/elecciones/asi-van-resultados-segunda-vuelta-electoral-ecuador-lunes-14-de-abril.html
El Comercio,El ComercioObservadores de la Unión Europea destacan normalidad durante elecciones Ecuador 2025La Unión Europea destaca la normalidad en la segunda vuelta de las elecciones en Ecuador. Observadores confían en un proceso transparente y....hace 2 semanas,https://www.elcomercio.com/elecciones/observadores-union-europea-destacan-normalidad-elecciones-ecuador-2025.html
El Comercio,"El ComercioTCE archiva denuncia contra Luisa González ¿Cuál fue el argumento?La decisión de archivo de la denuncia contra la candidata Luisa González la tomó el juez del TCE, Guillermo Ortega..hace 2 semanas",https://www.elcomercio.com/elecciones/tce-archiva-denuncia-contra-luisa-gonzalez-argumento.html
El Comercio,"El ComercioObservadores de la UE presentaron informe, esto dicen sobre un supuesto fraude electoralObservadores de la Unión Europea y la Organización de los Estados Americanos dieron sus informes sobre las elecciones 2025..hace 1 semana",https://www.elcomercio.com/elecciones/observadores-oea-fraude-informe.html
El Comercio,El Comercio¿Cómo saber si estoy en mesa para la segunda vuelta de las elecciones 2025?El domingo 13 de abril de 2025 se desarrollará la segunda vuelta presidencial entre Luisa González y Daniel Noboa..hace 2 semanas,https://www.elcomercio.com/elecciones/como-saber-si-estoy-mesa-segunda-vuelta-elecciones.html
El Comercio,"El ComercioMedios analizan el triunfo de Daniel Noboa, denuncias de fraude y errores de campaña de RCLas principales cadenas de televisión y radio del país enfocaron su programación matutina en el análisis del escenario político luego de la....hace 2 semanas",https://www.elcomercio.com/elecciones/daniel-noboa-resultados-electorales-elecciones-2025.html?source=Internal&ref=Latest%20News%20Widget%20-%20Front
El Comercio,El ComercioGonzález y Noboa proponen gestores de paz y una base militar extranjera para la seguridadLa seguridad es uno de los temas cruciales que enfrentará quien se quede con la Presidencia de Ecuador. Los finalistas de la segunda vuelta....hace 2 semanas,https://www.elcomercio.com/elecciones/luisa-gonzalez-daniel-noboa-gestores-paz-base-extranjera-seguridad.html?source=Internal&ref=Latest%20News%20Widget%20-%20Article
El Comercio,"El ComercioFaltan 16 días para la segunda vuelta en Ecuador y los pasos que faltanLa segunda vuelta electoral en Ecuador se desarrollará el 13 de abril de 2025. Ya para este 28 de marzo, el 100% de las papeletas está....hace 1 mes",https://www.elcomercio.com/elecciones/faltan-16-dias-segunda-vuelta-ecuador-que-pasos-faltan.html
El Comercio,"El ComercioPabel Muñoz, de la negación a la aceptación del triunfo de Daniel NoboaEl alcalde de Quito, Pabel Muñoz, acompañó a Luisa González cuando negaba el resultado electoral. Al día siguiente, reconoció la derrota..hace 2 semanas",https://www.elcomercio.com/elecciones/pabel-munoz-negacion-aceptacion-resultado-electoral.html
El Comercio,"El ComercioDelitos y contravenciones se registraron en la segunda vuelta de las elecciones 2025, según la PolicíaEn la segunda vuelta electoral, que se desarrolló este domingo 13 de abril de 2025, dejó personas detenidas por delitos y contravenciones....hace 2 semanas",https://www.elcomercio.com/elecciones/delitos-contravenciones-segunda-vuelta-2025-policia.html
