Fuente,Titulo,URL,Titulo_Limpio,Contenido,Sentimiento_recalculado,Polaridad_recalculada,Menciones_Noboa,Menciones_Gonzalez,Temas
El Comercio,¿Cuándo son las elecciones en Ecuador este 2025 por la segunda vuelta?Ciudadanos podrán ejercer su derecho al voto en la segunda vuelta; conoce cuándo son las elecciones 2025 en Ecuador..hace 2 semanas,https://www.elcomercio.com/elecciones/cuando-son-elecciones-ecuador-2025-segunda-vuelta.html,¿Cuándo son las elecciones en Ecuador este 2025 por la segunda vuelta?Ciudadanos podrán ejercer su derecho al voto en la segunda vuelta; conoce cuándo son las elecciones 2025 en Ecuador.hace 2 semanas,"Los ecuatorianos regresarán a las urnas para elegir entre los dos finalistas a laPresidencia de la República. ¿Cuándo son las elecciones 2025 en Ecuador? Tras los resultados obtenidos en la primera vuelta,Daniel Noboa y Luisa Gonzálezavanzaron a la segunda vuelta según lo establecido en el calendario electoral delConsejo Nacional Electoral (CNE). El calendario también incluye otras fechas relevantes. El 6 de abril se efectuó elsimulacro nacional, mientras que entre el11 y 13 de abril regirá el silencio electoral. Sobre cuándo son las elecciones, de acuerdo con el cronograma aprobado por elConsejo Nacional Electoral (CNE), eldomingo 13 de abril se realizará el balotaje. Además, el 10 de abril votaron las personas privadas de libertad sin sentencia ejecutoriada. El voto en casa se está llevando a cabo un día este 11 de abril de 2025. En este proceso, también se definieron fechas cruciales para la organización de lajornada democrática, incluida la campaña, el voto anticipado y las medidas para garantizar elcumplimiento del sufragio. Los ciudadanos podrán sufragar en los mismos recintos asignados en la primera vuelta. Para verificar el lugar de votación, se debe ingresar al portal oficial del CNE y llenar los campos con elnúmero de cédula y la fecha de nacimiento. Esta consulta también está disponible en laaplicación móvil de la entidad electoral. Otra opción habilitada es llamar al número 023 815 841. Los ecuatorianos registrados en el exterior también puedenconsultar su lugar de votacióna través del sistema en línea. Para estasegunda vuelta, están habilitados456 487 votantes en el extranjero. Desde el 23 de marzo, losbinomios presidenciales finalistas contaron con un plazo para promover sus propuestas hasta el jueves 10 de abril. Ese mismo día se desarrolló el sufragio de las personas privadas de libertad sin sentencia ejecutoriada. El voto en casa se programó para este viernes 11 de abril, dirigido apersonas con discapacidad severa. En tanto, el silencio electoral se aplica desde el viernes hasta el cierre de la jornada de votación, como parte de las restricciones que rigen previo al balotaje. La jornada de sufragio nacional será el domingo 13 de abril, en el horario comprendido entre las07:00 y 17:00.En esa fecha también se mantiene habilitada la votación en el exterior, con los mismos recintos asignados durante la primera vuelta. El total de ciudadanos habilitados para votar asciende a13 736 314,según los datos oficiales del padrón. De esa cifra,6 741 091 son hombresy6 995 223 son mujeresregistradas tanto en territorio nacional como en el extranjero. En el exterior, el padrón incluye a456 487 personas. La distribución de los recintos permanece sin cambios con relación a la jornada anterior, según lo ratificado por el organismo electoral. Entre las disposiciones para esta segunda vuelta, se incluye unamedida relacionada con el uso de celulares en las juntas receptoras del voto. El CNE resolvió que ningún miembro de mesa ni votante podráutilizar dispositivos electrónicos durante la jornada. Solo una persona por junta tendrá autorización para realizar cálculos en las actas. Esta normativa deberá ser evaluada por elTribunal Contencioso Electoral y la Corte Constitucionalantes de su aplicación definitiva.",neutro,0.0,2,0,Renovación Política
El Comercio,Se cierran las urnas de la segunda vuelta en las elecciones 2025A las 17:00 de este 13 de abril se cerraron las urnas de las elecciones 2025 en Ecuador..hace 2 semanas,https://www.elcomercio.com/elecciones/cierran-urnas-segunda-vuelta-elecciones-2025.html,Se cierran las urnas de la segunda vuelta en las elecciones 2025A las 17:00 de este 13 de abril se cerraron las urnas de las elecciones 2025 en Ecuador.hace 2 semanas,"Ecuadorvivió este domingo 13 de abril de 2025 la segunda vuelta de laseleccionespresidenciales. La jornada arrancó a las 07:00 y concluyó con el cierre de urnas a las 17:00, tal y como detalló el Consejo Nacional Electoral (CNE). Después del cierre de las Juntas Receptoras del Voto, losmiembrosdemesainician el conteo de los sufragios que definirán al nuevo presidente entreDanielNoboayLuisaGonzález.Quienes no votaron y no justifiquen su ausencia deberán pagar una multa de 47 dólares. Las empresas autorizadas por elCNEpueden a difundir los resultados de las encuestas exit poll, bajo las condiciones impuestas por el organismo. Solo elCNEpuede publicarresultadosoficialesy anunciar algunatendenciaclara hacia unposibleganador. El operativo de seguridad para esta segunda vuelta movilizó a 56 588 policías en todo el país, desde el jueves 10 hasta el lunes 14 de abril. Los uniformados controlan losrecintoselectorales, los centros penitenciarios y el programa Voto en Casa. Hasta las 13:00, el generalHenryTapia, comandante de la Zona 9 de la Policía, informó sobre la detención de 634 personas conboletasdecapturao implicadas en distintos delitos. Durante el operativo, la Policía econtró: ElCNEinformó que 71 personas fotografiaron su papeleta devotaciónhasta la mitad de lajornadaelectoral. Según la presidenta del organismo,DianaAtamaint, hasta las 10:00 ya habían sancionado a 17 ciudadanos. ElCódigode laDemocraciacalifica esta conducta como unainfracciónelectoralmuy grave. Las multas pueden ir desde 9 870 hasta más de 32 000 dólares, según lagravedadyreincidencia.El Tribunal Contencioso Electoral (TCE) procesará estos casos.  DianaAtamainttambién informó sobre incidentes relacionados con papeletas en tres provincias. EnEsmeraldas, en la Unidad Educativa Hispanoamérica (junta 11 masculino), laPolicíadetuvo a un vocal de mesa que intentó votarhaciéndose pasar por su hermano.Los agentes evitaron que se concretara elvotoy se retiraron alimplicadodelrecinto.",neutro,0.0,1,0,Seguridad
El Comercio,"Luisa González enfrenta denuncia en el TCE por violencia política de géneroLa candidata presidencial Luisa González (correísmo) fue denunciada por el asambleísta oficialista Manuel Peñafiel, de la bancada de (ADN)....hace 3 semanas",https://www.elcomercio.com/elecciones/luisa-gonzalez-denuncia-tce-violencia-politica-genero.html?source=Internal&ref=Single%20Same%20Category,"Luisa González enfrenta denuncia en el TCE por violencia política de géneroLa candidata presidencial Luisa González (correísmo) fue denunciada por el asambleísta oficialista Manuel Peñafiel, de la bancada de (ADN).hace 3 semanas","La candidata presidencialLuisa González(correísmo) fue denunciada por el asambleísta oficialista Manuel Peñafiel, de la bancada de (ADN) por supuestaviolencia política de género. La causa fue admitida a trámite por el Tribunal Contencioso Electoral(TCE), que solicitó al denunciante completar la documentación respectiva. A una semana de la segunda vuelta electoral, el escenario político se tensa por una denuncia presentada contra la candidata correístaLuisa González. La acusación la interpuso el legisladorManuel Peñafiel Falconí, quien representa al movimiento oficialista Acción Democrática Nacional(ADN). La denuncia por presunta violencia política de género fue remitida al Tribunal Contencioso Electoral (TCE). Eljuez del TCE Guillermo Ortegaconoció la denuncia y solicitó al asambleísta que precise los hechos que motivan su acusación. El magistrado le otorgó unplazo de dos díaspara que especifique el acto, resolución o circunstancias que respaldan su denuncia. Además, le pidió que identifique claramente a la persona a quien atribuye laresponsabilidadde los supuestos hechos. El magistrado también solicitó aPeñafielque detalle las acciones u omisiones que, según él, configuran lainfracción cometidasupuestamente por la candidata presidencialLuisa González. En el mismo plazo, el denunciante deberá exponer con precisión los fundamentos de su acusación. El juez le pidió que explique lossupuestos agravios provocadospor la actuación de la denunciada y que identifique los preceptos legales que habrían sido vulnerados. Además, el juez Ortega pidió que eldenunciante defina claramente cuál es su pretensióndentro del proceso. Según consta en la documentación inicial, Peñafiel presentó como sustento de su denuncia cuatro videos, cuyo contenido aún no ha sido detallado públicamente. La denuncia tiene que ver con lo dicho por González, durante el debate presidencial, el pasado 23 de marzo, en que la candidata dijo que supuestamente María Beatriz Moreno trabajaría para el grupo empresarial Noboa y que estaría involucrada con el narco.“Está vinculada a un caso de tráfico de drogas y maneja nueve empresas del grupo Noboa”, dijo González en el debate. La denuncia surge en medio de la intensa agenda electoral deLuisa González,quien en las últimas horas visitó la provincia de Manabí. Durante su recorrido, la candidata se acercó a los damnificados por las inundaciones que afectan a varias zonas del litoral ecuatoriano. La intervención de Peñafiel se da en un contexto político de alta polarización, a pocos días de que el país acuda a las urnas para elegir al próximo presidente de la República. Las autoridades electorales mantienen unseguimiento constantede los incidentes que puedan incidir en el desarrollo de la jornada democrática.",positivo,0.4,2,0,Seguridad
El Comercio,"Luisa González y el proceso para impugnar los resultados de la segunda vuelta electoralLuego de los resultados preliminares de la segunda vuelta presidencial del 13 de abril de 2025, Luisa González cuestionó públicamente la....hace 1 semana",https://www.elcomercio.com/actualidad/politica/luisa-gonzalez-proceso-impugnar-resultados-segunda-vuelta.html,"Luisa González y el proceso para impugnar los resultados de la segunda vuelta electoralLuego de los resultados preliminares de la segunda vuelta presidencial del 13 de abril de 2025, Luisa González cuestionó públicamente la.hace 1 semana","Luego de los resultados preliminares de la segunda vuelta presidencialdel 13 de abril de 2025,Luisa Gonzálezcuestionó públicamente la transparencia delproceso electoral. En un mensaje emitido la noche del domingo, indicó queno reconocía los resultadosy señaló que presentaría acciones legales ante lo que calificó como un fraude electoral. Frente a este anuncio, surge lanecesidad de explicarcuáles son los pasos que debe seguir una candidatura para presentar impugnaciones formales dentro del marco legal ecuatoriano. El procedimiento está regulado en elCódigo de la Democraciay contempla plazos definidos, así como los órganos competentes pararesolver este tipo de recursos. Edison Guarango, abogado constitucionalista, explica que el proceso se encuentra estipulado entre losartículos 237 y 243 del Código de la Democracia. De acuerdo con esta normativa, unacandidatura puede presentar objeciones, impugnaciones o solicitudes de correcciónante las juntas electorales dentro delplazo de dos días posteriores a la notificación de sus resoluciones. Elartículo 242 del Códigoestablece que el recurso de objeción procede cuando existe inconformidad con losresultados numéricos de los escrutinios. Este puede presentarse ante las juntas provinciales o directamente ante el Consejo Nacional Electoral (CNE), según el tipo de acta cuestionada. Si la objeción se presenta ante unajunta electoral, el CNE actúa como segunda instancia en caso de que se impugne la resolución. Si laimpugnación se dirige directamente al CNEo si este resuelve una ya existente, la decisión puede ser llevada alTribunal Contencioso Electoral (TCE)como última instancia. Guarango también precisa que lasimpugnaciones deben estar acompañadasde pruebas que sustenten la acusación de fraude. Sin estoselementos, el trámite no puede avanzar en las instancias correspondientes y seríainadmitido formalmente. Eduardo Erazo, abogado penalista y analista político, sostiene que elsistema electoral ecuatoriano contempla mecanismos clarospara impugnar resultados. Asegura que estos procedimientos deben seguirse con base enevidencia verificable y dentro de los plazos legales establecidos. Erazo considera que los órganoselectorales y jurisdiccionalesevalúan el contenido de las denuncias en función del respaldo documental que se presente. Solo si se demuestra laexistencia de errores o anomalías, las autoridades podrían modificar losresultados proclamados.",negativo,-0.30000000000000004,0,0,Otros
El Comercio,Elecciones 2025: Daniel Noboa y Luisa González ya votaron y mandaron mensajes a sus seguidoresEcuador vive la segunda vuelta de las Elecciones 2025 bajo estrictas medidas de seguridad. Daniel Noboa y Luisa González ya votaron..hace 2 semanas,https://www.elcomercio.com/elecciones/elecciones-2025-daniel-noboa-y-luisa-gonzalez-ya-votaron-y-mandaron-mensajes-a-sus-seguidores.html,Elecciones 2025: Daniel Noboa y Luisa González ya votaron y mandaron mensajes a sus seguidoresEcuador vive la segunda vuelta de las Elecciones 2025 bajo estrictas medidas de seguridad. Daniel Noboa y Luisa González ya votaron.hace 2 semanas,"Ecuador celebra este domingo 13 de abril de 2025 lasegunda vueltade las Elecciones presidenciales, en medio de unestado de excepción, restricciones por la ley seca y nuevas normas para garantizar la transparencia del proceso. Más noticias Ecuador enfrenta una jornada decisiva este domingo 13 de abril de 2025, cuando millones de ciudadanos acuden a las urnas para elegir a su próximo presidente o presidenta. La segunda vuelta de lasElecciones 2025se desarrolla bajo medidas de seguridad reforzadas y la aplicación de la ley seca, que prohíbe el consumo y la venta de bebidas alcohólicas durante el proceso electoral. El Consejo Nacional Electoral (CNE) estableció protocolos específicos para garantizar el orden y la transparencia de la votación. Una de lasmedidas más destacadases la restricción del uso de teléfonos celulares dentro de los recintos electorales, en cumplimiento de la disposición de la Corte Constitucional. Los votantes pueden portar susdispositivos, pero deben guardarlos antes de ejercer el sufragio, con el objetivo de preservar el secreto del voto.  Los candidatos finalistas, Daniel Noboa (ADN) y Luisa González (RC)votaron temprano por la mañana,este domingo 13 de abril de 2025. En la primera vuelta de las Elecciones 2025, el actual presidente Daniel Noboa denunció la existencia de supuestasirregularidades, aunque no presentó pruebas concluyentes. El proceso avanzó conforme al calendario establecido por el CNE, que proyecta entregar resultados oficiales de esta segunda vuelta pocas horas después del cierre de las urnas. En la segunda vuelta, se implementó unestadodeexcepción, mientras que rige una ley seca desde las 12:00 del viernes 11 de abril y se mantendrá hasta el mediodía del lunes 14 de abril. La ley seca busca evitarincidentes relacionadoscon el consumo de alcohol que puedan alterar el orden público durante la jornada electoral. Las autoridades realizan operativos de control en diferentes ciudades del país para asegurar el cumplimiento de estadisposición. El estado de excepción declarado por el Gobierno añade uncomponente adicional de seguridaden el país. Las Fuerzas Armadas y la Policía Nacional se desplegaron en todo el territorio nacional para resguardar el normal desarrollo de la jornada. Las autoridades recalcaron que la finalidad de este dispositivo es proteger a los ciudadanos y a los actores delproceso electoralfrente a cualquier amenaza. Daniel Noboa votó en la segunda vuelta electoral este 13 de abril de 2025 Luisa González votó en Manabí rodeada de simpatizantes, este fue su mensaje",positivo,0.075,6,0,Seguridad
El Comercio,"Luisa González denuncia el retiro de su equipo de seguridadLa candidata por la Revolución Ciudadana, Luisa González, exigió que se mantenga su equipo de seguridad..hace 2 semanas",https://www.elcomercio.com/elecciones/luisa-gonzalez-denuncia-retiro-equipo-seguridad.html?source=Internal&ref=Latest%20News%20Widget%20-%20Front,"Luisa González denuncia el retiro de su equipo de seguridadLa candidata por la Revolución Ciudadana, Luisa González, exigió que se mantenga su equipo de seguridad.hace 2 semanas","La candidata a la Presidencia por la alianza de laRevolución Ciudadanay Renovación Total,Luisa González, denunció el supuesto retiro de su equipo de seguridad.  La candidata por laRevolución Ciudadanapublicó un video en sus redes sociales en el que hace una denuncia pública a todo el país. En el video, González señala que elpersonal de Fuerzas Armadasencargado de su seguridad le informó que fue “relevado de forma abrupta de sus funciones”. “Este equipo fue asignado precisamente paraproteger mi vida, tras las graves denuncias de atentados en mi contra que actualmente están bajo investigación en la Fiscalía”, señala. Además, señala que exige que el equipoasignado a su seguridadse mantenga hasta que se proclamen los resultados de las elecciones de la segunda vuelta electoral. ElMinisterio de Defensase pronunció ante este hecho y publicó un comunicado en el que explica sobre el equipo de seguridad de la candidata. El comunicado señala que 58 militares totalmente armadosy preparados, junto con los 12 vehículos asignados a la candidata de la Revolución Ciudadana, siguen siendo los mismos. La cartera de Estado resalta que todos losoficiales de Inteligenciay el personal de Fuerzas Especiales están calificados para cumplir con el compromiso de velar por su seguridad. La aclaración se dio luego de que la candidata responsabilizara por su seguridad al Ministerio de Defensa y al Comando Conjunto de las Fuerzas Armadas, así como al Presidente de la República. El Ministerio pide a la ciudadanía mantenerse informada por medio decanales oficiales.  COMUNICADO OFICIAL:pic.twitter.com/YiFRbrnBtx",neutro,0.0,0,0,"Seguridad, Renovación Política"
El Comercio,"Esto pautaron Daniel Noboa y Luisa González en televisión para la segunda vueltaParticipación Ciudadana presentó el informe de la exposición en televisión que tuvieron los candidatos a la Presidencia, Daniel Noboa (ADN)....hace 3 semanas",https://www.elcomercio.com/elecciones/pauta-television-noboa-gonzalez-elecciones.html,"Esto pautaron Daniel Noboa y Luisa González en televisión para la segunda vueltaParticipación Ciudadana presentó el informe de la exposición en televisión que tuvieron los candidatos a la Presidencia, Daniel Noboa (ADN).hace 3 semanas","Participación Ciudadanapresentó el informe de la exposición entelevisiónque tuvieron los candidatos a la Presidencia,Daniel Noboa(ADN) yLuisa González(Revolución Ciudadana), durante la primera semana de campaña electoral, previa a la segunda vuelta. El reporte presentó los resultados de la medición del tiempo registrado por ambos enpropaganda electoralen televisión nacional y apariciones en espacios de entrevistas o programas de opinión. Se monitorearon12 medios de Ecuador. ElCentro de Monitoreode Medios de Participación Ciudadana asegura que entre eldomingo 23 al lunes 31 de marzo de 2025, solo la candidata del correísmo utilizó elFondo de Promoción Electoralpara pautar en televisión. En esa semana, González contrató ladifusión de 44 spotspropagandísticos, con un total de19,48 minutos al aire. Noboa, por su parte, no registró pauta contratada en estos espacios. Sin embargo, los dos candidatossí se mostraron en entrevistaso programas especializados de opinión. El reporte refiere59,42 minutos al airepor parte deLuisa Gonzálezy42,41paraDaniel Noboa. Ambos suman102,23 minutosde exposición en esos nueve días en estos espacios. Los medios monitoreados durante las24 horasde estos nueve días fueron: El Pleno del Concejo Nacional Electoral (CNE) asignó un valor total de1 010 641,06 dólarespara el Fondo de Promoción Electoral en la segunda vuelta, a realizarse el domingo13 de abril. Para la alianza de laRevolución Ciudadana-Reto, el Fondo de Promoción Electoral asciende a589 540,62 dólares. En cambio, para la dupla delMovimiento Acción Democrática Nacional (ADN),la suma llega a los421 100, 44 dólares. Los montos se definieron con cuatro votos a favor y hubo una abstención. Las alianzas, por normativa, reciben un20% adicionalal monto definido para promoción electoral por cada organización política participante del acuerdo. En la primera vuelta, para el binomio deDaniel Noboa, el organismo electoral asignó315 825,33 dólares. La Revolución Ciudadana-Reto, deLuisa González, tuvo una asignación mayor por la alianza con Reto. Esta fue de442 155,47 dólares. Claro que no estaban obligados a usar todos los recursos y lo propio se contempla para el balotaje. La Corporación Participación Ciudadana (PC) es unaorganización no gubernamentalecuatoriana que, según afirma en sus objetivos, contribuye con el fortalecimiento de la institucionalidad y el liderazgodemocráticoen el país. La organización busca promover la participación ciudadana en la vida democrática ecuatoriana, fomentar latransparenciaen las actividades públicas y en los procesos democráticos a través de mecanismos de veeduría social y control ciudadano, a decir, por su propia descripción. La entidad fundada en2002, tiene a Ruth Hidalgo como su actual directora ejecutiva.",neutro,0.008333333333333333,7,0,Renovación Política
El Comercio,Luisa González habló sobre el estado de las vías y el empleo en la AmazoníaLuisa González habló sobre sus proyectos en caso de llegar a ganar las elecciones 2025..hace 1 mes,https://www.elcomercio.com/elecciones/luisa-gonzalez-estado-vias-empleo-amazonia.html,Luisa González habló sobre el estado de las vías y el empleo en la AmazoníaLuisa González habló sobre sus proyectos en caso de llegar a ganar las elecciones 2025.hace 1 mes,"Durante una entrevista radial transmitida en cadena por varias emisoras de laAmazoníaeste 29 de marzo de 2025, la candidata presidencialLuisa González(Revolución Ciudadana) presentó sus propuestas para la región, enfocándose en lamejora vial, el empleo juvenil, la educación intercultural, la banca pública y el cumplimiento de la Ley Amazónica. González recorrió la vía terrestre desdeAmbatoy criticó el mal estado de las carreteras. Anunció queampliaráa cuatro carriles la víaBaños–Puyo. “Es urgente por el tránsito pesado y para dinamizar elcomercioy elturismo”, aseguró. Reconoció que el costo de esta obra bordea los 300 millones de dólares, pero dijo que se financiará mediantealianzas público–privadas, créditos conorganismos multilateralesyconcesiones. Lacandidatapropuso un plan para insertar a losjóvenes recién graduadosen el mercado laboral. Ofrece 50 mil cupos enempresas privadas, con el Estado cubriendo el 50% del salario por un año. También plantea contratarjóveneseninstituciones públicasofacilitarcréditos de hasta 5 000 dólares para emprendimientos, con tasas bajas y periodos de gracia de hasta un año. Prometió recategorizar sueldos, nombramientos definitivos y dotación de textos, uniformes y medicamentos. En laAmazonía, aseguró que impulsará unaeducación bilingüeeintercultural, con maestros formados desde las propias comunidades. Para losmigrantesretornados,Gonzálezplanteó un plan que incluye tres meses desalario mínimo,créditospreferentes y capacitación. Señaló que la migración es consecuencia de lafaltadeoportunidades,inseguridadydesempleo. Ofreció cumplir laLey Amazónica, priorizando obras desaneamiento. Aseguró que no se usarán los recursos en canchas, sino en infraestructura básica. Detalló su plan “Protege”, que contempla fortalecer el Ecu-911, equipar a laPolicía, usarinteligencia artificialy articularcooperación internacionalpara combatir elcrimen organizadoy ladelincuencia común. Paraagricultoresypiscicultoresprometió créditos a 5% conbanca públicay control estatal de precios. Además, asegurará quevigilaráelcumplimientodecontratosdeempresas petrolerasy garantizará consultas previas ennuevas explotaciones. Gonzálezcerró su intervención llamando a la unidad de lospueblosynacionalidades. Durante la entrevista, Luisa González destacó que la Revolución Ciudadana es la fuerza política con mayor representación de los pueblos y nacionalidades en la Asamblea Nacional. “Nosotros somos la bancada que más hermanos indígenas, afros, cholos, montubios tenemos en la Asamblea Nacional”, afirmó. Según la candidata, esta diversidad es reflejo del compromiso de su movimiento con la inclusión y la plurinacionalidad consagrada en la Constitución.",neutro,0.0,0,0,"Seguridad, Economía"
El Comercio,"Luisa González votó en Manabí rodeada de simpatizantes, este fue su mensajeLa candidata presidencial por la Revolución Ciudadana, Luisa González, votó este domingo 13 de abril de 2025 en la parroquia Canuto,....hace 2 semanas",https://www.elcomercio.com/elecciones/%F0%9F%94%B4en-vivo-luisa-gonzalez-voto-manabi-rodeada-de-simpatizantes.html,"Luisa González votó en Manabí rodeada de simpatizantes, este fue su mensajeLa candidata presidencial por la Revolución Ciudadana, Luisa González, votó este domingo 13 de abril de 2025 en la parroquia Canuto,.hace 2 semanas","La candidata presidencial por la Revolución Ciudadana,Luisa González, acudió cerca de  las 09:20 de la mañana de este domingo 13 de abril de 2025 a su recinto electoral en la parroquiaCanuto, cantón Chone, enManabí, para ejercer su derecho al voto. En esta jornada electoral, se elige al nuevo presidente delEcuadorpara el período 2025-2029, en unasegunda vueltaentre González y el presidente,Daniel Noboa. González, acompañada de simpatizantes, caminó desde su casa hasta la Unidad Educativa Carlos Pomerio Zambrano, ubicada en el sector La Florida, vía a Calceta. Tras sufragar, fue abordada por numerosos medios de comunicación. En una corta intervención, González se mostró optimista. “Con toda la fe en la Patria, con toda la convicción de servicio a un país, hoy día vamos a cambiar la historia del Ecuador en unidad”, dijo. Además, González pidió a las Fuerzas Armadas y a la Policía que se garanticen la democracia. “Hago un llamado a la fuerza pública, a la Policía Nacional y a las Fuerzas Armadas, a no intervenir a favor o en contra, sino que se garantice la democracia correctamente. A no intervenir en el conteo de votos en las urnas. Sino a estar garantizando la seguridad del pueblo ecuatoriano, que ya no da más”, dijo González  tras depositar su voto. Asimismo, señaló que se trasladará a Quito para seguir los resultados desde la Casa de Campaña de la Revolución Ciudadana. Allí estará acompañada por la militancia de su organización y de otras fuerzas políticas como RETO, Pachakutik, Partido Socialista, Centro Democrático, y demás organizaciones que respaldan su candidatura. “Vamos a estar expectantes de cómo se desarrolla el día de hoy las elecciones, pero también listos para defender la democracia”, dijo. “Vamos a estar expectantes de cómo se desarrolla el día de hoy las elecciones. Estamos listos para defender la democracia. Ese Estado de Excepción es violatorio al mandato de la Corte Constitucional. Lo decretan cuando los partidos políticos estamos unidos”, señaló González. La votación de la segunda vuelta comenzó en Ecuador a las 07:00 de este domingo.Diana Atamaint, presidenta del Consejo Nacional Electoral (CNE), inauguró el proceso electoral. Los 4 376 centros de votación repartidos en el territorio nacional permanecerán abiertos diez horas hasta las 17:00 de este domingo, luego de esto comenzará el escrutinio, cuyo resultado se prevé muy ajustado. A las urnas están convocados más de 13,7 millones de ecuatorianos. De los cuales unos 450 000 lo hacen en el exterior, la mayoría enEstados Unidos, España e Italia.    Señaló que recibió alertas de inteligencia por de la Fuerza Pública sobre un supuesto intento de sembrar actas adulteradas con votos a su favor. Dice que viajará a Quito para recibir los resultados En Manabí",neutro,0.0,2,0,Seguridad
El Comercio,"¿Cuándo se inicia la ley seca antes de las elecciones por la segunda vuelta este 2025?La ley seca restringe el consumo y venta de alcohol antes, durante y después de la jornada electoral en Ecuador..hace 2 semanas",https://www.elcomercio.com/elecciones/cuando-inicia-ley-seca-elecciones-segunda-vuelta-2025.html,"¿Cuándo se inicia la ley seca antes de las elecciones por la segunda vuelta este 2025?La ley seca restringe el consumo y venta de alcohol antes, durante y después de la jornada electoral en Ecuador.hace 2 semanas","La cuenta regresiva para lasegunda vuelta electoral en Ecuadoravanza, y este domingo 13 de abril de 2025, más de13,7 millones de ciudadanos deberán elegir entreDaniel Noboa y Luisa González. Como parte de las disposiciones previas a la jornada, el país aplicará medidasobligatorias establecidas en el Código de la Democraciapara garantizar un proceso sin alteraciones como laley seca. Entre esas medidasfigura la restricción temporal de consumo y venta de bebidas alcohólicas, conocida comoley seca. Esta norma se implementa de forma habitual enprocesos electorales, con el objetivo de mantener elorden público y asegurar condicionesadecuadas para el ejercicio del derecho al voto. De acuerdo con lo que establece elartículo 123 del Código de la Democracia, la ley seca comienza 36 horas antes de la jornada electoral y se mantiene durante el día de votaciones y hasta 12 horas después de su cierre. En esta ocasión, la restricción empieza al mediodía delviernes 11 de abrily se extenderá hasta las 12:00 dellunes 14 de abril. Durante este período estaráprohibido vender, distribuir o consumir bebidas alcohólicas en todo el territorio nacional. La disposición también aplica a eventos públicos y privados, sin excepción. ElConsejo Nacional Electoral (CNE)ha recordado que esta normativa es de cumplimientoobligatorio para ciudadanos nacionales y extranjeros. Los ciudadanos que infrinjan la ley seca deberán enfrentar una sanción económica equivalente al 50 % delsalario básico unificado (SBU). En 2025, esa multa corresponde a 235 dólares, dado que el SBU vigente es de470 dólares. La misma sanción se aplica a quienes se presenten en losrecintos electoralesen estado de embriaguez, de acuerdo con lanormativa vigente. Las autoridades encargadas de los controles son los miembros de laPolicía Nacional. En caso de detectar a una persona enconsumo de alcohol, se emite una citación y se elabora el parte correspondiente, que será remitido alorganismo electoralpara su trámite. Además de la multa, también podrían aplicarse clausuras o detenciones si se altera el orden público.",neutro,0.0,2,0,Otros
